1,0
3,0
5,0
8,0
12,0
16,0
20,0
24,0
28,0
31,0
33,0
35,0
37,0
41,0
54,0
57,0
61,0
0,1
2,1
5,1
7,1
10,1
13,1
15,1
18,1
21,1
23,1
26,1
30,1
34,1
36,1
38,1
40,1
44,1
46,1
48,1
50,1
52,1
56,1
59,1
63,1
65,1
67,1
69,1
71,1
73,1
75,1
78,1
82,1
1,2
3,2
5,2
7,2
9,2
11,2
17,2
19,2
24,2
27,2
29,2
31,2
33,2
35,2
38,2
41,2
43,2
49,2
53,2
55,2
58,2
60,2
80,2
84,2
87,2
90,2
1,3
3,3
5,3
8,3
12,3
14,3
16,3
21,3
23,3
26,3
34,3
37,3
40,3
45,3
47,3
50,3
52,3
57,3
61,3
63,3
65,3
67,3
69,3
71,3
74,3
77,3
0,4
2,4
4,4
6,4
9,4
11,4
15,4
17,4
19,4
22,4
25,4
28,4
30,4
32,4
35,4
38,4
41,4
43,4
48,4
53,4
55,4
59,4
82,4
86,4
1,5
3,5
5,5
8,5
12,5
14,5
18,5
21,5
24,5
27,5
29,5
31,5
34,5
37,5
40,5
44,5
46,5
50,5
52,5
56,5
58,5
61,5
63,5
65,5
67,5
69,5
72,5
74,5
77,5
80,5
89,5
0,6
2,6
4,6
6,6
8,6
10,6
13,6
16,6
19,6
22,6
25,6
31,6
33,6
35,6
38,6
41,6
43,6
47,6
49,6
53,6
55,6
60,6
71,6
83,6
1,7
3,7
6,7
9,7
12,7
15,7
17,7
20,7
23,7
26,7
28,7
30,7
32,7
37,7
40,7
46,7
51,7
56,7
58,7
63,7
65,7
67,7
69,7
74,7
77,7
80,7
87,7
0,8
2,8
4,8
7,8
10,8
13,8
18,8
21,8
24,8
28,8
33,8
35,8
38,8
41,8
43,8
45,8
48,8
52,8
54,8
59,8
61,8
72,8
84,8
90,8
1,9
3,9
5,9
7,9
9,9
11,9
14,9
16,9
19,9
22,9
25,9
27,9
30,9
32,9
36,9
39,9
46,9
49,9
51,9
56,9
58,9
62,9
64,9
66,9
68,9
70,9
76,9
79,9
82,9
0,10
2,10
5,10
8,10
12,10
15,10
18,10
21,10
24,10
28,10
31,10
34,10
37,10
41,10
43,10
48,10
52,10
54,10
60,10
72,10
85,10
88,10
1,11
4,11
7,11
9,11
11,11
14,11
17,11
19,11
22,11
26,11
29,11
32,11
35,11
40,11
44,11
46,11
51,11
55,11
57,11
59,11
63,11
65,11
67,11
70,11
75,11
78,11
82,11
0,12
2,12
4,12
6,12
12,12
15,12
18,12
21,12
24,12
27,12
30,12
33,12
37,12
39,12
42,12
47,12
49,12
52,12
54,12
61,12
72,12
80,12
86,12
90,12
1,13
3,13
5,13
8,13
10,13
13,13
16,13
19,13
22,13
25,13
28,13
31,13
34,13
36,13
45,13
51,13
55,13
57,13
59,13
62,13
65,13
68,13
70,13
74,13
77,13
84,13
88,13
1,14
4,14
6,14
9,14
15,14
17,14
19,14
21,14
24,14
27,14
30,14
33,14
38,14
40,14
42,14
44,14
47,14
49,14
52,14
54,14
61,14
64,14
79,14
82,14
91,14
0,15
2,15
4,15
8,15
12,15
14,15
20,15
22,15
25,15
28,15
31,15
36,15
46,15
51,15
57,15
59,15
67,15
70,15
73,15
76,15
87,15
2,16
5,16
7,16
10,16
15,16
17,16
18,16
19,16
21,16
22,16
24,16
30,16
33,16
35,16
38,16
40,16
42,16
44,16
47,16
49,16
53,16
55,16
60,16
62,16
64,16
78,16
81,16
84,16
89,16
1,17
4,17
8,17
11,17
13,17
14,17
15,17
16,17
19,17
21,17
23,17
24,17
27,17
29,17
32,17
36,17
45,17
50,17
52,17
56,17
58,17
66,17
68,17
70,17
72,17
74,17
76,17
86,17
2,18
4,18
6,18
8,18
9,18
10,18
12,18
13,18
14,18
15,18
16,18
17,18
18,18
20,18
21,18
23,18
25,18
31,18
34,18
38,18
40,18
42,18
46,18
48,18
54,18
60,18
62,18
65,18
78,18
80,18
82,18
88,18
90,18
1,19
5,19
7,19
8,19
9,19
10,19
13,19
14,19
16,19
18,19
19,19
21,19
22,19
23,19
25,19
27,19
29,19
32,19
35,19
37,19
43,19
45,19
50,19
52,19
56,19
58,19
63,19
67,19
70,19
73,19
76,19
84,19
86,19
91,19
2,20
4,20
6,20
7,20
9,20
12,20
13,20
15,20
16,20
17,20
18,20
19,20
20,20
21,20
23,20
25,20
28,20
30,20
33,20
38,20
40,20
47,20
49,20
54,20
60,20
65,20
78,20
81,20
89,20
92,20
1,21
3,21
5,21
6,21
7,21
8,21
10,21
12,21
14,21
15,21
17,21
19,21
20,21
22,21
24,21
26,21
27,21
29,21
31,21
32,21
34,21
36,21
37,21
39,21
42,21
44,21
46,21
52,21
55,21
58,21
63,21
68,21
70,21
72,21
74,21
76,21
79,21
84,21
87,21
91,21
0,22
3,22
5,22
7,22
9,22
13,22
16,22
18,22
21,22
22,22
24,22
29,22
30,22
37,22
39,22
40,22
48,22
50,22
57,22
60,22
65,22
81,22
86,22
89,22
91,22
92,22
1,23
3,23
5,23
7,23
11,23
13,23
14,23
15,23
19,23
21,23
23,23
26,23
27,23
28,23
29,23
31,23
33,23
35,23
38,23
40,23
41,23
42,23
44,23
46,23
53,23
55,23
61,23
63,23
68,23
71,23
74,23
77,23
79,23
84,23
89,23
91,23
0,24
2,24
4,24
8,24
10,24
12,24
16,24
18,24
20,24
22,24
24,24
26,24
28,24
30,24
36,24
39,24
40,24
42,24
43,24
48,24
50,24
57,24
59,24
65,24
81,24
83,24
86,24
89,24
91,24
92,24
1,25
3,25
6,25
9,25
11,25
12,25
13,25
14,25
15,25
17,25
19,25
21,25
22,25
24,25
26,25
28,25
29,25
31,25
33,25
35,25
38,25
41,25
43,25
44,25
46,25
53,25
55,25
63,25
67,25
70,25
73,25
75,25
77,25
79,25
80,25
82,25
85,25
88,25
90,25
1,26
3,26
5,26
8,26
10,26
11,26
12,26
13,26
15,26
18,26
20,26
22,26
25,26
27,26
28,26
29,26
32,26
34,26
36,26
38,26
40,26
42,26
43,26
44,26
48,26
50,26
57,26
59,26
61,26
76,26
78,26
81,26
83,26
85,26
87,26
89,26
91,26
92,26
1,27
3,27
5,27
7,27
14,27
16,27
18,27
20,27
21,27
23,27
24,27
25,27
26,27
27,27
28,27
29,27
31,27
33,27
34,27
35,27
36,27
38,27
39,27
40,27
41,27
42,27
45,27
46,27
53,27
55,27
64,27
66,27
69,27
71,27
73,27
74,27
75,27
77,27
79,27
80,27
81,27
83,27
85,27
88,27
91,27
1,28
3,28
5,28
8,28
10,28
12,28
13,28
14,28
16,28
18,28
20,28
22,28
23,28
25,28
26,28
27,28
28,28
30,28
31,28
32,28
33,28
35,28
38,28
39,28
41,28
42,28
44,28
45,28
48,28
51,28
57,28
60,28
72,28
75,28
77,28
78,28
80,28
82,28
84,28
86,28
88,28
90,28
92,28
0,29
2,29
4,29
6,29
9,29
11,29
14,29
16,29
18,29
20,29
21,29
22,29
23,29
24,29
25,29
26,29
28,29
29,29
31,29
33,29
34,29
35,29
36,29
40,29
41,29
42,29
43,29
45,29
46,29
49,29
55,29
62,29
64,29
67,29
69,29
72,29
74,29
76,29
77,29
79,29
81,29
83,29
86,29
88,29
90,29
92,29
1,30
2,30
3,30
6,30
8,30
12,30
14,30
16,30
18,30
20,30
22,30
24,30
25,30
26,30
27,30
28,30
29,30
30,30
32,30
33,30
37,30
39,30
41,30
42,30
43,30
44,30
45,30
51,30
53,30
57,30
60,30
71,30
73,30
74,30
76,30
77,30
78,30
84,30
87,30
90,30
92,30
0,31
2,31
4,31
6,31
9,31
11,31
13,31
16,31
18,31
20,31
21,31
23,31
24,31
26,31
27,31
28,31
31,31
35,31
37,31
39,31
41,31
43,31
45,31
46,31
47,31
49,31
52,31
55,31
62,31
66,31
69,31
72,31
75,31
77,31
80,31
82,31
86,31
88,31
90,31
1,32
3,32
6,32
8,32
14,32
16,32
18,32
19,32
21,32
22,32
23,32
25,32
26,32
27,32
28,32
29,32
31,32
33,32
36,32
38,32
39,32
40,32
42,32
44,32
45,32
47,32
49,32
51,32
53,32
55,32
57,32
58,32
59,32
64,32
71,32
73,32
74,32
75,32
79,32
84,32
87,32
89,32
91,32
0,33
2,33
4,33
6,33
9,33
11,33
13,33
15,33
17,33
19,33
20,33
22,33
24,33
25,33
27,33
29,33
30,33
31,33
33,33
35,33
37,33
38,33
39,33
40,33
41,33
43,33
45,33
47,33
48,33
50,33
51,33
53,33
55,33
56,33
58,33
60,33
62,33
68,33
70,33
72,33
75,33
77,33
82,33
85,33
87,33
90,33
0,34
1,34
3,34
5,34
7,34
10,34
11,34
12,34
13,34
14,34
15,34
16,34
17,34
18,34
19,34
20,34
21,34
22,34
23,34
24,34
25,34
26,34
27,34
28,34
29,34
31,34
32,34
34,34
36,34
39,34
40,34
42,34
44,34
45,34
47,34
48,34
49,34
51,34
52,34
54,34
57,34
59,34
60,34
64,34
66,34
69,34
71,34
72,34
74,34
76,34
79,34
81,34
85,34
88,34
90,34
92,34
1,35
2,35
4,35
5,35
7,35
8,35
9,35
11,35
12,35
14,35
15,35
17,35
18,35
20,35
21,35
23,35
25,35
27,35
29,35
30,35
32,35
34,35
36,35
38,35
41,35
42,35
43,35
45,35
47,35
48,35
49,35
50,35
53,35
55,35
57,35
59,35
60,35
61,35
62,35
66,35
68,35
70,35
72,35
73,35
74,35
75,35
78,35
82,35
84,35
85,35
87,35
89,35
91,35
0,36
1,36
3,36
6,36
9,36
10,36
11,36
12,36
13,36
14,36
15,36
16,36
17,36
18,36
19,36
20,36
21,36
22,36
23,36
24,36
26,36
28,36
29,36
30,36
31,36
32,36
33,36
35,36
37,36
39,36
40,36
42,36
44,36
45,36
46,36
47,36
49,36
50,36
51,36
54,36
56,36
58,36
60,36
61,36
63,36
65,36
68,36
70,36
71,36
72,36
73,36
77,36
79,36
80,36
81,36
82,36
83,36
84,36
86,36
87,36
89,36
92,36
0,37
2,37
3,37
5,37
7,37
10,37
12,37
14,37
15,37
16,37
18,37
19,37
21,37
23,37
25,37
27,37
29,37
31,37
33,37
35,37
36,37
38,37
39,37
41,37
42,37
43,37
45,37
46,37
47,37
48,37
49,37
51,37
53,37
55,37
57,37
59,37
61,37
62,37
63,37
65,37
67,37
69,37
72,37
73,37
75,37
77,37
78,37
81,37
82,37
84,37
85,37
86,37
87,37
88,37
89,37
90,37
91,37
0,38
2,38
4,38
9,38
11,38
12,38
13,38
15,38
16,38
17,38
18,38
20,38
21,38
22,38
23,38
25,38
28,38
29,38
30,38
31,38
32,38
33,38
35,38
37,38
40,38
42,38
44,38
45,38
46,38
48,38
49,38
50,38
52,38
54,38
56,38
58,38
59,38
60,38
62,38
64,38
66,38
69,38
71,38
72,38
74,38
75,38
76,38
77,38
79,38
80,38
81,38
82,38
83,38
84,38
86,38
88,38
92,38
1,39
3,39
5,39
7,39
10,39
13,39
15,39
17,39
19,39
20,39
23,39
25,39
27,39
30,39
32,39
34,39
35,39
37,39
39,39
41,39
43,39
44,39
46,39
47,39
48,39
49,39
50,39
52,39
55,39
57,39
59,39
61,39
62,39
63,39
65,39
67,39
69,39
71,39
73,39
74,39
75,39
76,39
77,39
78,39
81,39
83,39
85,39
87,39
89,39
91,39
0,40
2,40
7,40
11,40
14,40
16,40
17,40
19,40
21,40
22,40
25,40
28,40
29,40
31,40
32,40
33,40
35,40
36,40
38,40
40,40
42,40
44,40
45,40
46,40
48,40
49,40
50,40
51,40
53,40
54,40
55,40
56,40
57,40
58,40
59,40
60,40
62,40
63,40
64,40
66,40
68,40
70,40
72,40
73,40
75,40
77,40
80,40
86,40
89,40
91,40
1,41
3,41
5,41
7,41
9,41
12,41
14,41
18,41
20,41
22,41
24,41
27,41
30,41
34,41
35,41
37,41
39,41
41,41
43,41
44,41
46,41
47,41
48,41
50,41
51,41
52,41
53,41
54,41
55,41
56,41
57,41
60,41
61,41
62,41
63,41
65,41
67,41
70,41
72,41
74,41
75,41
76,41
77,41
79,41
81,41
83,41
85,41
88,41
90,41
92,41
0,42
2,42
4,42
6,42
9,42
13,42
15,42
17,42
19,42
21,42
23,42
25,42
28,42
30,42
32,42
33,42
35,42
36,42
37,42
38,42
39,42
40,42
41,42
42,42
43,42
44,42
45,42
46,42
47,42
48,42
49,42
50,42
51,42
52,42
53,42
55,42
56,42
58,42
60,42
61,42
62,42
63,42
64,42
66,42
68,42
70,42
71,42
72,42
74,42
80,42
82,42
86,42
87,42
88,42
89,42
91,42
0,43
2,43
4,43
5,43
7,43
10,43
12,43
17,43
20,43
24,43
27,43
29,43
31,43
34,43
36,43
38,43
39,43
41,43
42,43
43,43
44,43
46,43
48,43
49,43
51,43
53,43
54,43
56,43
57,43
58,43
61,43
62,43
63,43
65,43
66,43
68,43
70,43
73,43
75,43
77,43
79,43
81,43
83,43
85,43
88,43
90,43
92,43
1,44
3,44
5,44
9,44
14,44
15,44
18,44
20,44
22,44
25,44
28,44
30,44
32,44
34,44
36,44
38,44
40,44
42,44
44,44
45,44
46,44
47,44
48,44
49,44
50,44
51,44
53,44
55,44
60,44
62,44
63,44
64,44
65,44
67,44
69,44
71,44
73,44
75,44
78,44
79,44
80,44
81,44
85,44
87,44
88,44
89,44
91,44
92,44
1,45
2,45
4,45
7,45
11,45
13,45
17,45
20,45
22,45
24,45
26,45
28,45
31,45
34,45
36,45
38,45
41,45
43,45
47,45
48,45
50,45
52,45
53,45
55,45
57,45
59,45
62,45
63,45
64,45
67,45
69,45
71,45
73,45
75,45
77,45
80,45
82,45
83,45
87,45
89,45
91,45
0,46
3,46
6,46
9,46
15,46
17,46
19,46
21,46
23,46
27,46
29,46
32,46
35,46
37,46
39,46
41,46
43,46
45,46
46,46
48,46
49,46
50,46
51,46
53,46
55,46
57,46
59,46
60,46
61,46
62,46
64,46
65,46
67,46
70,46
72,46
74,46
76,46
78,46
80,46
81,46
84,46
86,46
88,46
90,46
1,47
4,47
7,47
12,47
14,47
18,47
20,47
22,47
24,47
26,47
28,47
31,47
33,47
35,47
38,47
40,47
42,47
44,47
47,47
49,47
50,47
52,47
53,47
54,47
56,47
58,47
60,47
61,47
63,47
64,47
66,47
69,47
71,47
73,47
75,47
77,47
80,47
82,47
83,47
85,47
86,47
88,47
91,47
2,48
9,48
11,48
16,48
18,48
20,48
23,48
25,48
27,48
29,48
33,48
36,48
40,48
42,48
44,48
46,48
48,48
49,48
51,48
52,48
54,48
56,48
58,48
60,48
61,48
62,48
63,48
65,48
67,48
68,48
70,48
72,48
74,48
76,48
78,48
79,48
83,48
85,48
87,48
0,49
4,49
6,49
8,49
13,49
15,49
18,49
20,49
22,49
24,49
28,49
30,49
32,49
35,49
38,49
39,49
41,49
43,49
45,49
47,49
49,49
50,49
51,49
52,49
53,49
55,49
57,49
59,49
61,49
63,49
64,49
65,49
66,49
69,49
72,49
74,49
76,49
78,49
81,49
82,49
83,49
84,49
88,49
90,49
92,49
1,50
3,50
9,50
11,50
16,50
19,50
21,50
23,50
25,50
27,50
30,50
33,50
35,50
37,50
38,50
40,50
42,50
44,50
46,50
47,50
49,50
51,50
53,50
54,50
56,50
57,50
58,50
59,50
60,50
62,50
63,50
65,50
67,50
69,50
71,50
73,50
75,50
77,50
79,50
80,50
81,50
87,50
90,50
1,51
3,51
5,51
6,51
7,51
9,51
11,51
13,51
15,51
18,51
20,51
22,51
24,51
27,51
29,51
31,51
33,51
35,51
36,51
38,51
39,51
41,51
42,51
44,51
46,51
48,51
50,51
51,51
52,51
54,51
55,51
56,51
58,51
60,51
61,51
62,51
63,51
64,51
65,51
66,51
68,51
70,51
72,51
74,51
76,51
79,51
82,51
85,51
88,51
90,51
92,51
0,52
2,52
4,52
8,52
10,52
12,52
14,52
16,52
22,52
25,52
28,52
32,52
34,52
36,52
37,52
39,52
40,52
42,52
43,52
45,52
46,52
48,52
49,52
51,52
52,52
53,52
55,52
